Downloads,Revenue,Category,In_App_Purchases,Ads,Free
20848283,0,Photography,FALSE,TRUE,TRUE
20419634,0,Shopping,FALSE,TRUE,TRUE
20359312,0,Tools,FALSE,TRUE,TRUE
20312334,0,Tools,FALSE,TRUE,TRUE
20224109,0,Social,FALSE,TRUE,TRUE
19663278,0,Entertainment,FALSE,TRUE,TRUE
19616804,0,Music & Audio,FALSE,TRUE,TRUE
19586109,0,Entertainment,FALSE,TRUE,TRUE
19429902,0,Personalization,FALSE,TRUE,TRUE
19404611,0,Shopping,FALSE,TRUE,TRUE
19279800,0,Music & Audio,FALSE,TRUE,TRUE
18898858,0,News & Magazines,FALSE,TRUE,TRUE
18823929,0,Arcade,FALSE,TRUE,TRUE
18816321,0,News & Magazines,FALSE,TRUE,TRUE
18749973,0,Tools,FALSE,TRUE,TRUE
18724713,0,Tools,FALSE,TRUE,TRUE
18473892,0,Educational,FALSE,TRUE,TRUE
18338574,0,Health & Fitness,FALSE,TRUE,TRUE
18191939,0,Tools,FALSE,TRUE,TRUE
18091878,0,Travel & Local,FALSE,TRUE,TRUE
18078640,0,Tools,FALSE,TRUE,TRUE
17983289,0,Travel & Local,FALSE,TRUE,TRUE
17867170,0,Racing,FALSE,TRUE,TRUE
17641086,0,Personalization,FALSE,TRUE,TRUE
17620229,0,Tools,FALSE,TRUE,TRUE
17423637,0,Tools,FALSE,TRUE,TRUE
17420496,0,Entertainment,FALSE,TRUE,TRUE
17289657,0,Strategy,FALSE,TRUE,TRUE
17166958,0,Social,FALSE,TRUE,TRUE
16878378,0,Tools,FALSE,TRUE,TRUE
16757389,0,Card,FALSE,TRUE,TRUE
16686423,0,Puzzle,FALSE,TRUE,TRUE
16679341,0,Photography,FALSE,TRUE,TRUE
16488467,0,Tools,FALSE,TRUE,TRUE
16283644,0,Tools,FALSE,TRUE,TRUE
15925895,0,Entertainment,FALSE,TRUE,TRUE
15810739,0,Entertainment,FALSE,TRUE,TRUE
15797731,0,Racing,FALSE,TRUE,TRUE
15684695,0,Travel & Local,FALSE,TRUE,TRUE
15458202,0,Action,FALSE,TRUE,TRUE
15245840,0,Personalization,FALSE,TRUE,TRUE
15224373,0,Tools,FALSE,TRUE,TRUE
15046300,0,Travel & Local,FALSE,TRUE,TRUE
14899891,0,Entertainment,FALSE,TRUE,TRUE
14847890,0,Casual,FALSE,TRUE,TRUE
14846619,0,Personalization,FALSE,TRUE,TRUE
14643205,0,Racing,FALSE,TRUE,TRUE
14434053,0,Arcade,FALSE,TRUE,TRUE
14356936,0,Arcade,FALSE,TRUE,TRUE
14242242,0,Shopping,FALSE,TRUE,TRUE
14073572,0,Communication,FALSE,TRUE,TRUE
13963375,0,Racing,FALSE,TRUE,TRUE
13926775,0,Music & Audio,FALSE,TRUE,TRUE
13821447,0,Travel & Local,FALSE,TRUE,TRUE
13809982,0,Tools,FALSE,TRUE,TRUE
13741059,0,Comics,FALSE,TRUE,TRUE
13655117,0,Casual,FALSE,TRUE,TRUE
13621176,0,Productivity,FALSE,TRUE,TRUE
13611561,0,Action,FALSE,TRUE,TRUE
13513315,0,Casual,FALSE,TRUE,TRUE
13507117,0,Video Players & Editors,FALSE,TRUE,TRUE
13375870,0,Personalization,FALSE,TRUE,TRUE
13318969,0,Racing,FALSE,TRUE,TRUE
13251359,0,Puzzle,FALSE,TRUE,TRUE
13097663,0,Lifestyle,FALSE,TRUE,TRUE
13078840,0,Tools,FALSE,TRUE,TRUE
13017812,0,Communication,FALSE,TRUE,TRUE
12978211,0,Photography,FALSE,TRUE,TRUE
12924214,0,Casual,FALSE,TRUE,TRUE
12789131,0,News & Magazines,FALSE,TRUE,TRUE
12753353,0,Shopping,FALSE,TRUE,TRUE
12724580,0,News & Magazines,FALSE,TRUE,TRUE
12523646,0,Sports,FALSE,TRUE,TRUE
12516065,0,Tools,FALSE,TRUE,TRUE
12496589,0,Tools,FALSE,TRUE,TRUE
12342986,0,Entertainment,FALSE,TRUE,TRUE
12278470,0,Entertainment,FALSE,TRUE,TRUE
11962277,0,Tools,FALSE,TRUE,TRUE
11751589,0,Casual,FALSE,TRUE,TRUE
11697336,0,Music & Audio,FALSE,TRUE,TRUE
11594622,0,Personalization,FALSE,TRUE,TRUE
11567515,0,Music & Audio,FALSE,TRUE,TRUE
11560926,0,Action,FALSE,TRUE,TRUE
11529643,0,Photography,FALSE,TRUE,TRUE
11498491,0,Simulation,FALSE,TRUE,TRUE
11498275,0,Music & Audio,FALSE,TRUE,TRUE
11497803,0,Simulation,FALSE,TRUE,TRUE
11476021,0,News & Magazines,FALSE,TRUE,TRUE
11429459,0,Sports,FALSE,TRUE,TRUE
11409775,0,Music & Audio,FALSE,TRUE,TRUE
11404742,0,Shopping,FALSE,TRUE,TRUE
11389819,0,Travel & Local,FALSE,TRUE,TRUE
11335777,0,Productivity,FALSE,TRUE,TRUE
11265390,0,Music & Audio,FALSE,TRUE,TRUE
11261169,0,Adventure,FALSE,TRUE,TRUE
11243818,0,Action,FALSE,TRUE,TRUE
11240570,0,Photography,FALSE,TRUE,TRUE
11090139,0,Casual,FALSE,TRUE,TRUE
11029996,0,Casual,FALSE,TRUE,TRUE
10994497,0,Casual,FALSE,TRUE,TRUE
10805606,0,Personalization,FALSE,TRUE,TRUE
10797985,0,Tools,FALSE,TRUE,TRUE
10789662,0,Photography,FALSE,TRUE,TRUE
10691701,0,Racing,FALSE,TRUE,TRUE
10671820,0,Adventure,FALSE,TRUE,TRUE
10605992,0,Casual,FALSE,TRUE,TRUE
10590050,0,Finance,FALSE,TRUE,TRUE
10459923,0,Tools,FALSE,TRUE,TRUE
10267925,0,Entertainment,FALSE,TRUE,TRUE
10193187,0,Tools,FALSE,TRUE,TRUE
10184330,0,Tools,FALSE,TRUE,TRUE
10172946,0,Tools,FALSE,TRUE,TRUE
10147515,0,Tools,FALSE,TRUE,TRUE
10069361,0,Photography,FALSE,TRUE,TRUE
10032492,0,News & Magazines,FALSE,TRUE,TRUE
10006881,0,Tools,FALSE,TRUE,TRUE
9982988,0,Arcade,FALSE,TRUE,TRUE
9954719,0,Video Players & Editors,FALSE,TRUE,TRUE
9864485,0,Racing,FALSE,TRUE,TRUE
9863799,0,News & Magazines,FALSE,TRUE,TRUE
9845081,0,Photography,FALSE,TRUE,TRUE
9840029,0,Tools,FALSE,TRUE,TRUE
9810898,0,Tools,FALSE,TRUE,TRUE
9771737,0,House & Home,FALSE,TRUE,TRUE
9722355,0,Racing,FALSE,TRUE,TRUE
9719284,0,Card,FALSE,TRUE,TRUE
9641881,0,Action,FALSE,TRUE,TRUE
9622536,0,Productivity,FALSE,TRUE,TRUE
9585626,0,Racing,FALSE,TRUE,TRUE
9543071,0,Social,FALSE,TRUE,TRUE
9497016,0,Travel & Local,FALSE,TRUE,TRUE
9428088,0,Card,FALSE,TRUE,TRUE
9422337,0,Art & Design,FALSE,TRUE,TRUE
9384070,0,Tools,FALSE,TRUE,TRUE
9359062,0,Music & Audio,FALSE,TRUE,TRUE
9337088,0,Books & Reference,FALSE,TRUE,TRUE
9300024,0,Action,FALSE,TRUE,TRUE
9296821,0,Casual,FALSE,TRUE,TRUE
9251047,0,Video Players & Editors,FALSE,TRUE,TRUE
9241422,0,Casual,FALSE,TRUE,TRUE
9240875,0,Travel & Local,FALSE,TRUE,TRUE
9199543,0,Action,FALSE,TRUE,TRUE
9182014,0,News & Magazines,FALSE,TRUE,TRUE
9161434,0,Communication,FALSE,TRUE,TRUE
9120598,0,Entertainment,FALSE,TRUE,TRUE
9102364,0,Education,FALSE,TRUE,TRUE
9097882,0,Adventure,FALSE,TRUE,TRUE
8997744,0,Tools,FALSE,TRUE,TRUE
8967934,0,Puzzle,FALSE,TRUE,TRUE
8950029,0,Social,FALSE,TRUE,TRUE
8925697,0,Tools,FALSE,TRUE,TRUE
8849599,0,Finance,FALSE,TRUE,TRUE
8798395,0,Personalization,FALSE,TRUE,TRUE
8748655,0,Personalization,FALSE,TRUE,TRUE
8745927,0,Action,FALSE,TRUE,TRUE
8743901,0,Personalization,FALSE,TRUE,TRUE
8736339,0,Tools,FALSE,TRUE,TRUE
8611308,0,Casual,FALSE,TRUE,TRUE
8602627,0,Entertainment,FALSE,TRUE,TRUE
8597517,0,Educational,FALSE,TRUE,TRUE
8568337,0,Photography,FALSE,TRUE,TRUE
8544259,0,Strategy,FALSE,TRUE,TRUE
8540179,0,Casual,FALSE,TRUE,TRUE
8526541,0,Action,FALSE,TRUE,TRUE
8454205,0,Maps & Navigation,FALSE,TRUE,TRUE
8432366,0,Action,FALSE,TRUE,TRUE
8415757,0,Tools,FALSE,TRUE,TRUE
8412219,0,Casual,FALSE,TRUE,TRUE
8339304,0,Tools,FALSE,TRUE,TRUE
8336656,0,Tools,FALSE,TRUE,TRUE
8306270,0,Arcade,FALSE,TRUE,TRUE
8297047,0,Entertainment,FALSE,TRUE,TRUE
8269653,0,Personalization,FALSE,TRUE,TRUE
8198634,0,Health & Fitness,FALSE,TRUE,TRUE
8173304,0,Travel & Local,FALSE,TRUE,TRUE
8160402,0,Tools,FALSE,TRUE,TRUE
8156368,0,Photography,FALSE,TRUE,TRUE
8145773,0,Tools,FALSE,TRUE,TRUE
8119015,0,Shopping,FALSE,TRUE,TRUE
8104124,0,Tools,FALSE,TRUE,TRUE
8091371,0,Maps & Navigation,FALSE,TRUE,TRUE
8054276,0,Tools,FALSE,TRUE,TRUE
8038073,0,Simulation,FALSE,TRUE,TRUE
8018665,0,Casual,FALSE,TRUE,TRUE
7954005,0,Arcade,FALSE,TRUE,TRUE
7947898,0,Tools,FALSE,TRUE,TRUE
7930148,0,Photography,FALSE,TRUE,TRUE
7928224,0,Travel & Local,FALSE,TRUE,TRUE
7858645,0,Trivia,FALSE,TRUE,TRUE
7856078,0,Entertainment,FALSE,TRUE,TRUE
7834084,0,Video Players & Editors,FALSE,TRUE,TRUE
7777894,0,Photography,FALSE,TRUE,TRUE
7758966,0,Communication,FALSE,TRUE,TRUE
7724948,0,Role Playing,FALSE,TRUE,TRUE
7720778,0,Puzzle,FALSE,TRUE,TRUE
7698026,0,News & Magazines,FALSE,TRUE,TRUE
7690796,0,Puzzle,FALSE,TRUE,TRUE
7685314,0,Action,FALSE,TRUE,TRUE
7673146,0,Simulation,FALSE,TRUE,TRUE
7663559,0,Personalization,FALSE,TRUE,TRUE
7653842,0,Board,FALSE,TRUE,TRUE
7632604,0,Simulation,FALSE,TRUE,TRUE
7623503,0,Tools,FALSE,TRUE,TRUE
7621174,0,Casual,FALSE,TRUE,TRUE
7602173,0,Action,FALSE,TRUE,TRUE
7601812,0,Photography,FALSE,TRUE,TRUE
7565892,0,Casual,FALSE,TRUE,TRUE
7561638,0,Sports,FALSE,TRUE,TRUE
7553120,0,Arcade,FALSE,TRUE,TRUE
7542825,0,Photography,FALSE,TRUE,TRUE
7531262,0,Casual,FALSE,TRUE,TRUE
7517837,0,Tools,FALSE,TRUE,TRUE
7480176,0,Simulation,FALSE,TRUE,TRUE
7472824,0,Communication,FALSE,TRUE,TRUE
7464291,0,Music & Audio,FALSE,TRUE,TRUE
7428276,0,Simulation,FALSE,TRUE,TRUE
7426094,0,Entertainment,FALSE,TRUE,TRUE
7423524,0,Social,FALSE,TRUE,TRUE
7419578,0,Simulation,FALSE,TRUE,TRUE
7405025,0,Action,FALSE,TRUE,TRUE
7401693,0,Shopping,FALSE,TRUE,TRUE
7401263,0,Racing,FALSE,TRUE,TRUE
7391581,0,Simulation,FALSE,TRUE,TRUE
7390753,0,Communication,FALSE,TRUE,TRUE
7368045,0,Weather,FALSE,TRUE,TRUE
7354574,0,Racing,FALSE,TRUE,TRUE
7343563,0,Board,FALSE,TRUE,TRUE
7321355,0,Parenting,FALSE,TRUE,TRUE
7312533,0,Entertainment,FALSE,TRUE,TRUE
7302772,0,Racing,FALSE,TRUE,TRUE
79610806,191803772.2,Entertainment,FALSE,TRUE,TRUE
12035080,22999549.38,Entertainment,FALSE,TRUE,TRUE
26896929,12091493.34,Utilities,FALSE,TRUE,TRUE
27821999,11515327.06,Music,FALSE,TRUE,TRUE
8294462,10928968.38,Entertainment,FALSE,TRUE,TRUE
9791180,8372056.33,Entertainment,FALSE,TRUE,TRUE
34724966,6587031.64,Utilities,FALSE,TRUE,TRUE
7695792,6423301.76,Social Networking,FALSE,TRUE,TRUE
9136904,6021477.95,Entertainment,FALSE,TRUE,TRUE
8846836,3195917.36,Social Networking,FALSE,TRUE,TRUE
16794887,2708560.95,Entertainment,FALSE,TRUE,TRUE
16461033,422569.02,News,FALSE,TRUE,TRUE
11657700,38630.52,Productivity,FALSE,TRUE,TRUE
11450787,8474.86,Education,FALSE,TRUE,TRUE
37286674,7945.96,Photo & Video,FALSE,TRUE,TRUE
7886565,4045.58,Weather,FALSE,TRUE,TRUE
17763705,2473.3,Utilities,FALSE,TRUE,TRUE
20135132,2300.81,Utilities,FALSE,TRUE,TRUE
20724336,646.79,Travel,FALSE,TRUE,TRUE
12798619,294.51,Business,FALSE,TRUE,TRUE
15934855,153.44,Finance,FALSE,TRUE,TRUE
39983740,0,Shopping,FALSE,TRUE,TRUE
39787736,0,Shopping,FALSE,TRUE,TRUE
38308651,0,Travel,FALSE,TRUE,TRUE
35865675,0,Lifestyle,FALSE,TRUE,TRUE
34575608,0,Utilities,FALSE,TRUE,TRUE
33011769,0,Navigation,FALSE,TRUE,TRUE
31073820,0,Photo & Video,FALSE,TRUE,TRUE
25985792,0,Food & Drink,FALSE,TRUE,TRUE
25115946,0,Utilities,FALSE,TRUE,TRUE
21356072,0,Travel,FALSE,TRUE,TRUE
17199399,0,Shopping,FALSE,TRUE,TRUE
16674617,0,Finance,FALSE,TRUE,TRUE
16602860,0,Navigation,FALSE,TRUE,TRUE
16453684,0,Shopping,FALSE,TRUE,TRUE
15853149,0,Finance,FALSE,TRUE,TRUE
15258222,0,Shopping,FALSE,TRUE,TRUE
14655506,0,Food & Drink,FALSE,TRUE,TRUE
13682488,0,Lifestyle,FALSE,TRUE,TRUE
13463289,0,Travel,FALSE,TRUE,TRUE
13272372,0,Social Networking,FALSE,TRUE,TRUE
12898946,0,Utilities,FALSE,TRUE,TRUE
12129837,0,Finance,FALSE,TRUE,TRUE
11840097,0,Finance,FALSE,TRUE,TRUE
11836642,0,Shopping,FALSE,TRUE,TRUE
11744548,0,Lifestyle,FALSE,TRUE,TRUE
11131137,0,Lifestyle,FALSE,TRUE,TRUE
11007078,0,Business,FALSE,TRUE,TRUE
10487552,0,Utilities,FALSE,TRUE,TRUE
10042544,0,Finance,FALSE,TRUE,TRUE
10040956,0,Lifestyle,FALSE,TRUE,TRUE
9943048,0,Utilities,FALSE,TRUE,TRUE
9861424,0,Reference,FALSE,TRUE,TRUE
9570423,0,Shopping,FALSE,TRUE,TRUE
9524228,0,Finance,FALSE,TRUE,TRUE
9366632,0,Casual,FALSE,TRUE,TRUE
9100493,0,Finance,FALSE,TRUE,TRUE
9081223,0,Travel,FALSE,TRUE,TRUE
8549663,0,Finance,FALSE,TRUE,TRUE
8273549,0,Music,FALSE,TRUE,TRUE
7905255,0,Utilities,FALSE,TRUE,TRUE
7444443,0,Food & Drink,FALSE,TRUE,TRUE
199335887,0,Maps & Navigation,FALSE,FALSE,TRUE
139435673,0,Entertainment,FALSE,FALSE,TRUE
130387473,0,Shopping,FALSE,FALSE,TRUE
126348058,0,Tools,FALSE,FALSE,TRUE
104288674,0,Shopping,FALSE,FALSE,TRUE
96052430,0,Photography,FALSE,FALSE,TRUE
85681322,0,Communication,FALSE,FALSE,TRUE
75739469,0,Productivity,FALSE,FALSE,TRUE
71322949,0,Entertainment,FALSE,FALSE,TRUE
69005641,0,Communication,FALSE,FALSE,TRUE
64796609,0,Finance,FALSE,FALSE,TRUE
64602246,0,Communication,FALSE,FALSE,TRUE
56220628,0,Photography,FALSE,FALSE,TRUE
54570936,0,Photography,FALSE,FALSE,TRUE
53584957,0,Tools,FALSE,FALSE,TRUE
51692366,0,Productivity,FALSE,FALSE,TRUE
48771799,0,Maps & Navigation,FALSE,FALSE,TRUE
48361787,0,Video Players & Editors,FALSE,FALSE,TRUE
46900131,0,Photography,FALSE,FALSE,TRUE
46309123,0,Travel & Local,FALSE,FALSE,TRUE
43809149,0,Productivity,FALSE,FALSE,TRUE
43075239,0,Travel & Local,FALSE,FALSE,TRUE
43021940,0,Communication,FALSE,FALSE,TRUE
39983524,0,Travel & Local,FALSE,FALSE,TRUE
37346133,0,Shopping,FALSE,FALSE,TRUE
36490569,0,Tools,FALSE,FALSE,TRUE
35955777,0,Lifestyle,FALSE,FALSE,TRUE
35279908,0,Music & Audio,FALSE,FALSE,TRUE
34851790,0,Shopping,FALSE,FALSE,TRUE
34661932,0,Food & Drink,FALSE,FALSE,TRUE
33206221,0,Social,FALSE,FALSE,TRUE
32609687,0,Finance,FALSE,FALSE,TRUE
31472289,0,Finance,FALSE,FALSE,TRUE
31295664,0,Shopping,FALSE,FALSE,TRUE
30902678,0,Travel & Local,FALSE,FALSE,TRUE
29824562,0,Tools,FALSE,FALSE,TRUE
29438610,0,Finance,FALSE,FALSE,TRUE
29256028,0,Photography,FALSE,FALSE,TRUE
28359469,0,Travel & Local,FALSE,FALSE,TRUE
28253633,0,Finance,FALSE,FALSE,TRUE
27814418,0,Shopping,FALSE,FALSE,TRUE
27290603,0,Communication,FALSE,FALSE,TRUE
26816087,0,Productivity,FALSE,FALSE,TRUE
25706184,0,Books & Reference,FALSE,FALSE,TRUE
25395556,0,Shopping,FALSE,FALSE,TRUE
25352662,0,Productivity,FALSE,FALSE,TRUE
25299621,0,Arcade,FALSE,FALSE,TRUE
25297613,0,Maps & Navigation,FALSE,FALSE,TRUE
24969323,0,Communication,FALSE,FALSE,TRUE
24541452,0,Finance,FALSE,FALSE,TRUE
23710935,0,Productivity,FALSE,FALSE,TRUE
23443442,0,Business,FALSE,FALSE,TRUE
23355855,0,Social,FALSE,FALSE,TRUE
23270207,0,Communication,FALSE,FALSE,TRUE
22432637,0,Video Players & Editors,FALSE,FALSE,TRUE
22334692,0,Books & Reference,FALSE,FALSE,TRUE
22031652,0,Tools,FALSE,FALSE,TRUE
21712501,0,Personalization,FALSE,FALSE,TRUE
20649924,0,Health & Fitness,FALSE,FALSE,TRUE
20637535,0,Tools,FALSE,FALSE,TRUE
20527020,0,Photography,FALSE,FALSE,TRUE
20119400,0,Maps & Navigation,FALSE,FALSE,TRUE
20022649,0,Shopping,FALSE,FALSE,TRUE
20013306,0,Entertainment,FALSE,FALSE,TRUE
19954479,0,Shopping,FALSE,FALSE,TRUE
19818295,0,Social,FALSE,FALSE,TRUE
19126215,0,Tools,FALSE,FALSE,TRUE
19023166,0,Health & Fitness,FALSE,FALSE,TRUE
18445608,0,Travel & Local,FALSE,FALSE,TRUE
18070400,0,Video Players & Editors,FALSE,FALSE,TRUE
17954952,0,Shopping,FALSE,FALSE,TRUE
17735529,0,Books & Reference,FALSE,FALSE,TRUE
17731134,0,Maps & Navigation,FALSE,FALSE,TRUE
17677486,0,Shopping,FALSE,FALSE,TRUE
17300722,0,Shopping,FALSE,FALSE,TRUE
17161011,0,Role Playing,FALSE,FALSE,TRUE
17044669,0,Shopping,FALSE,FALSE,TRUE
16820008,0,Entertainment,FALSE,FALSE,TRUE
16519930,0,Personalization,FALSE,FALSE,TRUE
16353626,0,Photography,FALSE,FALSE,TRUE
15819168,0,Shopping,FALSE,FALSE,TRUE
15601644,0,Shopping,FALSE,FALSE,TRUE
15451778,0,Communication,FALSE,FALSE,TRUE
15099362,0,Communication,FALSE,FALSE,TRUE
15002424,0,Music & Audio,FALSE,FALSE,TRUE
14783879,0,Communication,FALSE,FALSE,TRUE
14752728,0,Finance,FALSE,FALSE,TRUE
14676023,0,Food & Drink,FALSE,FALSE,TRUE
14451265,0,Photography,FALSE,FALSE,TRUE
14198560,0,Productivity,FALSE,FALSE,TRUE
14180757,0,Travel & Local,FALSE,FALSE,TRUE
14161688,0,Entertainment,FALSE,FALSE,TRUE
13842315,0,Action,FALSE,FALSE,TRUE
13795824,0,Tools,FALSE,FALSE,TRUE
13700653,0,Lifestyle,FALSE,FALSE,TRUE
13635253,0,Video Players & Editors,FALSE,FALSE,TRUE
13491809,0,Shopping,FALSE,FALSE,TRUE
13148285,0,Business,FALSE,FALSE,TRUE
13131955,0,Racing,FALSE,FALSE,TRUE
13064191,0,Personalization,FALSE,FALSE,TRUE
12778252,0,Maps & Navigation,FALSE,FALSE,TRUE
12769266,0,Productivity,FALSE,FALSE,TRUE
12491617,0,Finance,FALSE,FALSE,TRUE
12469424,0,Travel & Local,FALSE,FALSE,TRUE
12445618,0,Travel & Local,FALSE,FALSE,TRUE
12400722,0,Business,FALSE,FALSE,TRUE
12392040,0,Productivity,FALSE,FALSE,TRUE
12366387,0,Sports,FALSE,FALSE,TRUE
12364946,0,Productivity,FALSE,FALSE,TRUE
12220291,0,Finance,FALSE,FALSE,TRUE
12189371,0,Music & Audio,FALSE,FALSE,TRUE
12156717,0,Food & Drink,FALSE,FALSE,TRUE
12137082,0,Productivity,FALSE,FALSE,TRUE
12078801,0,Video Players & Editors,FALSE,FALSE,TRUE
12036204,0,Social,FALSE,FALSE,TRUE
11854258,0,Shopping,FALSE,FALSE,TRUE
11760907,0,Travel & Local,FALSE,FALSE,TRUE
11718856,0,Lifestyle,FALSE,FALSE,TRUE
11654943,0,Social,FALSE,FALSE,TRUE
11423345,0,Books & Reference,FALSE,FALSE,TRUE
11391223,0,Video Players & Editors,FALSE,FALSE,TRUE
11353412,0,Finance,FALSE,FALSE,TRUE
11323321,0,Education,FALSE,FALSE,TRUE
11226735,0,Maps & Navigation,FALSE,FALSE,TRUE
11158482,0,Tools,FALSE,FALSE,TRUE
11110303,0,Shopping,FALSE,FALSE,TRUE
11095653,0,Arcade,FALSE,FALSE,TRUE
11069536,0,Shopping,FALSE,FALSE,TRUE
11059519,0,Finance,FALSE,FALSE,TRUE
10969364,0,Video Players & Editors,FALSE,FALSE,TRUE
10964243,0,Video Players & Editors,FALSE,FALSE,TRUE
10963582,0,Tools,FALSE,FALSE,TRUE
10958258,0,Tools,FALSE,FALSE,TRUE
10954311,0,Education,FALSE,FALSE,TRUE
10551694,0,Social,FALSE,FALSE,TRUE
10448253,0,Maps & Navigation,FALSE,FALSE,TRUE
10400196,0,Personalization,FALSE,FALSE,TRUE
10388190,0,Tools,FALSE,FALSE,TRUE
10364440,0,Tools,FALSE,FALSE,TRUE
10272892,0,Shopping,FALSE,FALSE,TRUE
10205618,0,Photography,FALSE,FALSE,TRUE
10131208,0,Tools,FALSE,FALSE,TRUE
10095578,0,Travel & Local,FALSE,FALSE,TRUE
9891414,0,Shopping,FALSE,FALSE,TRUE
9755423,0,Shopping,FALSE,FALSE,TRUE
9750298,0,Tools,FALSE,FALSE,TRUE
9732858,0,Tools,FALSE,FALSE,TRUE
9718212,0,Tools,FALSE,FALSE,TRUE
9704610,0,Business,FALSE,FALSE,TRUE
9664737,0,Social,FALSE,FALSE,TRUE
9506157,0,Finance,FALSE,FALSE,TRUE
9465521,0,Tools,FALSE,FALSE,TRUE
9462621,0,Travel & Local,FALSE,FALSE,TRUE
9412933,0,Finance,FALSE,FALSE,TRUE
9374767,0,Shopping,FALSE,FALSE,TRUE
9348895,0,Finance,FALSE,FALSE,TRUE
9320627,0,Tools,FALSE,FALSE,TRUE
9312363,0,Photography,FALSE,FALSE,TRUE
9256122,0,Action,FALSE,FALSE,TRUE
9192315,0,Arcade,FALSE,FALSE,TRUE
9167923,0,Productivity,FALSE,FALSE,TRUE
9086415,0,Action,FALSE,FALSE,TRUE
9072013,0,Finance,FALSE,FALSE,TRUE
9028601,0,Tools,FALSE,FALSE,TRUE
9021614,0,Finance,FALSE,FALSE,TRUE
8975098,0,Action,FALSE,FALSE,TRUE
8968528,0,Social,FALSE,FALSE,TRUE
8904341,0,Communication,FALSE,FALSE,TRUE
8890142,0,Finance,FALSE,FALSE,TRUE
8863351,0,Productivity,FALSE,FALSE,TRUE
8818734,0,Communication,FALSE,FALSE,TRUE
8680478,0,Tools,FALSE,FALSE,TRUE
8631962,0,Shopping,FALSE,FALSE,TRUE
8598687,0,Business,FALSE,FALSE,TRUE
8590345,0,Shopping,FALSE,FALSE,TRUE
8589997,0,Shopping,FALSE,FALSE,TRUE
8567519,0,Health & Fitness,FALSE,FALSE,TRUE
8549829,0,Strategy,FALSE,FALSE,TRUE
8478715,0,Finance,FALSE,FALSE,TRUE
8354965,0,Tools,FALSE,FALSE,TRUE
8352579,0,Finance,FALSE,FALSE,TRUE
8306156,0,Food & Drink,FALSE,FALSE,TRUE
8294247,0,Photography,FALSE,FALSE,TRUE
8224410,0,Tools,FALSE,FALSE,TRUE
8219322,0,Shopping,FALSE,FALSE,TRUE
8190985,0,Libraries & Demo,FALSE,FALSE,TRUE
8180026,0,Tools,FALSE,FALSE,TRUE
8128671,0,Adventure,FALSE,FALSE,TRUE
8095811,0,Photography,FALSE,FALSE,TRUE
8028965,0,Finance,FALSE,FALSE,TRUE
7994302,0,Finance,FALSE,FALSE,TRUE
7932573,0,Tools,FALSE,FALSE,TRUE
7845229,0,Tools,FALSE,FALSE,TRUE
7841656,0,Auto & Vehicles,FALSE,FALSE,TRUE
7807911,0,Travel & Local,FALSE,FALSE,TRUE
7803438,0,Action,FALSE,FALSE,TRUE
7793907,0,Food & Drink,FALSE,FALSE,TRUE
7757928,0,Tools,FALSE,FALSE,TRUE
7660220,0,Finance,FALSE,FALSE,TRUE
7641060,0,Music,FALSE,FALSE,TRUE
7620910,0,Entertainment,FALSE,FALSE,TRUE
7547880,0,Shopping,FALSE,FALSE,TRUE
7544284,0,Productivity,FALSE,FALSE,TRUE
7517461,0,Finance,FALSE,FALSE,TRUE
7371387,0,Tools,FALSE,FALSE,TRUE
7305742,0,Finance,FALSE,FALSE,TRUE
7861170,423368.11,Entertainment,FALSE,FALSE,FALSE
